LINK_ID,LINK_CODE,COST_CODE,VENDOR,CONTRACT,LINK_TYPE,BUCKET,LINK_CAPACITY,UNIT_COST_PER_MBPS_MONTHLY,PO_STATUS,SITECODE,OLD_SITECODE,SITE_NAME,PHASE,ORIGIN,HO_SITECODE,HO_SITE_NAME,REGION,INTERNAL_REMARKS,CEP_EXECUTION_DATE,POP_STATUS,LOCK_IN_CEP_POP_REMARKS,EXPIRE_DATE,TERMINATION_DATE,TERMINATION_STATUS,CLUSTER_NAME_CEP,PAT_DATE,PAT_STATUS,LAST_INVOICE,LOCK_IN_STATUS,FIBER_MASTER_PLAN,EFFECTIVE_START_TIME,EFFECTIVE_END_TIME,IS_CURRENT,USER
101586,SCL03330,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,200,86,Yes,KHKLS01,,Boira,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna,Minimum Slab ,,, ,7/9/2024,1/1/1970,,Khulna_City,3/21/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101587,SCL03331,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,203,86,Yes,KHKLS02,,Khalishpur,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, , ,1/1/1970,, ,3/30/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101588,SCL03332,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,380,86,Yes,KHKLS03,,Muzgunny_New_23mland,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/9/2024,1/1/1970,,Khulna_City,11/13/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101589,SCL03333,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,360,86,Yes,KHKLS04,,Boira2,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/9/2024,1/1/1970,,Khulna_City,3/21/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101590,SCL03334,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,370,86,Yes,KHKLS32,KHKLS05,Titumir Lane,Phase#4C,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, , ,1/1/1970,, ,8/29/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101591,SCL03335,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,450,86,Yes,KHKLS06,,Kashipur Morh,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, , ,1/1/1970,, ,3/21/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101592,SCL03339,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,700,86,Yes,KHPHL08,KHPHL01,Fultola_Reloc,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, , ,1/1/1970,, ,3/19/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101593,SCL03342,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,210,86,Yes,KHSDR33,KHSDR03,Nirala,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/15/2024,1/1/1970,, ,3/19/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101594,SCL03347,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,203,86,Yes,KHSDR06,,Shipyard,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/9/2024,1/1/1970,,Khulna_City,3/19/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101595,SCL03348,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,600,86,Yes,KHSDR35,KHSDR08,TV_Boundary_Road,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/9/2024,1/1/1970,, ,3/19/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101596,SCL03349,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,500,86,Yes,KHSDR69,KHSDR34/KHSDR09,SHIPYARD2_Reloc_Airtel_Reloc,Phase#4C,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,7/9/2024,1/1/1970,,Khulna_City,9/22/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101597,SCL03350,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1000,86,Yes,KHSND15,KHSND02,BASHUPARA_Reloc_Airtel,Phase#2,Robi,KHSDR04,Shilpa Bank,Khulna, ,,, ,3/1/2021,1/1/1970,, ,11/15/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101598,SCL03353,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,300,86,Yes,KSBJT01,,Bajitpur,Phase#2,Robi,GPSDR34,Pubail land 75m,Sylhet South, ,,, ,5/15/2023,1/1/1970,, ,11/26/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101599,SCL03354,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1350,86,Yes,KSBJT02,,Bajitpur Sadar,Phase#4C,Robi,GPSDR34,Pubail land 75m,Sylhet South, ,,, ,1/11/2025,1/1/1970,, ,11/14/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101600,SCL03355,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,280,86,Yes,KSBRB01,,Bhairab,Phase#2,Robi,GPSDR34,Pubail land 75m,Sylhet South,Minimum Slab ,,, ,2/14/2025,1/1/1970,, ,11/27/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101601,SCL03359,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1340,86,Yes,KSBRB08,,"Shimulkandi, Bhairab Land",Phase#2,Robi,GPSDR34,Pubail land 75m,Sylhet South, ,,, , ,1/1/1970,, ,11/27/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101602,SCL03365,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,650,86,Yes,KUBRM18,KUBRM01,Bheramara_Reloc,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, ,1/11/2025,1/1/1970,, ,10/18/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101603,SCL03366,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,600,86,Yes,KUDLP02,,Allahr_Dargah,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, ,1/11/2025,1/1/1970,, ,2/24/2015,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101604,SCL03367,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,625,86,Yes,KUDLP04,,Daulatpur__Kustia,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, ,1/11/2025,1/1/1970,, ,11/19/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101605,SCL03369,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,350,86,Yes,KUKMK05,,Nandalalpur,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,10/18/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101606,SCL03370,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,650,86,Yes,KUMRP01,,Poradah,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,11/26/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101607,SCL03372,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,240,86,Yes,KUMRP04,,Halsha,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,12/3/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101608,SCL03374,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,400,86,Yes,KUSDR02,,Islamic_University,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,10/25/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101609,SCL03376,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,360,86,Yes,KUSDR04,,Chourhas,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,11/27/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101610,SCL03377,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,480,86,Yes,KUSDR05,,Horishankarpur,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,11/22/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101611,SCL03378,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,500,86,Yes,KUSDR14,,Jailkhana morh,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,10/25/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101612,SCL03381,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,370,86,Yes,LMSDR03,,Tista,Phase#2,Robi,RPPGN02,Pirganj backbone 75m,Rangpur, ,,, , ,1/1/1970,, ,12/10/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101613,SCL03382,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,860,86,Yes,LMSDR05,,Lalmonirhat BDR,Phase#2,Robi,RPPGN02,Pirganj backbone 75m,Rangpur, ,,, ,1/11/2025,1/1/1970,, ,11/24/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101614,SCL03383,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,420,86,Yes,LXRGN11,,Karpara,Photonic Zoom NL,Robi,NOBGM07,Noakhali BSC,Chandpur, ,,, , ,1/1/1970,, ,4/8/2019,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101615,SCL03397,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,200,86,Yes,MASDR01,,Magura_BTTB,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia,Minimum Slab ,,, ,5/15/2023,1/1/1970,, ,12/23/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101616,SCL03399,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,800,86,Yes,MASDR03,,Natun_Bazar2,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,10/15/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101617,SCL03402,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,450,86,Yes,MASRP03,,Nakol Bazar_32m Land,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,12/6/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101618,SCL03406,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,615,86,Yes,MBBRL23,MBBRL09,DASHER BAZAR_Reloc_Airtel,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/11/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101619,SCL03409,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,490,86,Yes,MBJRI02,,Dakwinbhag,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/4/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101620,SCL03410,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,450,86,Yes,MBJRI03,,Ajimganj,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/11/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101621,SCL03411,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1840,86,Yes,MBKLR01,,Kulaura,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,11/24/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101622,SCL03412,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,600,86,Yes,MBKLR30,MBKLR02,BRAMON BAZAR_Reloc_Airtel,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/10/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101623,SCL03413,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1700,86,Yes,MBKLR46,MBKLR06,Robir_Bazar_Reloc,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/10/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101624,SCL03414,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,620,86,Yes,MBKML01,,Shamshernagar,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,11/18/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101625,SCL03416,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,620,86,Yes,MBKML13,MBKML02,Kamolgonj_Reloc_Airtel,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,11/19/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101626,SCL03417,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,880,86,Yes,MBRZN30,MBRZN01,Rajnagar_Tengra Bazar_Reloc,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,11/21/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101627,SCL03420,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,570,86,Yes,MBSDR61,MBSDR02,Afrozgonj_Reloc,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,12/3/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101628,SCL03421,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,240,86,Yes,MBSDR04,MBSDR47,Moulvibazar_BTTB,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North,Minimum Slab ,,, , ,1/1/1970,, ,2/24/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101629,SCL03422,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,710,86,Yes,MBSDR06,,Nahid_Plaza,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,1/5/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101630,SCL03423,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,360,86,Yes,MBSDR09,,Jugitor,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, , ,1/1/1970,, ,1/5/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101631,SCL03425,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1450,86,Yes,MBSML01,,Shreemangal,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, ,1/11/2025,1/1/1970,, ,12/2/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101632,SCL03426,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1000,86,Yes,MBSML02,,North_Baroora,Phase#2,Robi,SYBLG04,Kurua BKB 75m,Sylhet North, ,,, ,1/11/2025,1/1/1970,, ,12/2/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101633,SCL03429,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,750,86,Yes,MDRJR23,MDRJR13,TEKERHAT_Reloc_Airtel_Reloc,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,,, , ,1/1/1970,, ,9/29/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101634,SCL03430,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,210,86,Yes,MDRJR02,,Rajoir,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,,, , ,1/1/1970,, ,9/11/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101635,SCL03432,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,410,86,Yes,MDSDR04,,Madaripur_2,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,,, ,1/11/2025,1/1/1970,, ,3/23/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101636,SCL03433,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,200,86,Yes,MDSDR05,,Kulpaddi,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur,Minimum Slab ,,, ,5/15/2023,1/1/1970,, ,3/23/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101637,SCL03434,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1450,86,Yes,MDSHB01,,Shibchar_backbone_75m,Phase#4C,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,,, , ,1/1/1970,, ,9/29/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101638,SCL03435,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1150,86,Yes,MDSHB02,,Shibchar,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Faridpur, ,,, , ,1/1/1970,, ,12/8/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101639,SCL03450,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,540,86,Yes,MHGNG01,,Gangi,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, ,1/11/2025,1/1/1970,, ,11/25/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101640,SCL03451,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,600,86,Yes,MHMJB09,MHMJB01,Mujibnagar__dariapara_Reloc,Phase#2,Robi,JHSDR06,Hat Gopalpur land 55m,Kushtia, ,,, , ,1/1/1970,, ,11/25/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101641,SCL03454,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,460,86,Yes,MNGZR01,,Bhoberchar,Phase#2,Robi,NGRPG01,Vulta,Dhaka South, ,,, ,5/15/2022,1/1/1970,, ,3/5/2015,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101642,SCL03456,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1005,86,Yes,MNGZR23,MNGZR04,BHATERCHAR_Reloc_Airtel,Phase#2,Robi,NGRPG01,Vulta,Dhaka South, ,,, ,2/14/2025,1/1/1970,, ,11/20/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101643,SCL03475,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,440,86,Yes,MNSRK16,,Kuchiamora_GP,Phase#2,Robi,NGRPG01,Vulta,Dhaka South, ,,, ,10/9/2023,1/1/1970,, ,11/12/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101644,SCL03487,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1500,86,Yes,MYBLK02,,Hobirbari,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,11/22/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101645,SCL03489,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1220,86,Yes,MYBLK11,,Kashor Chourasta,Phase#4C,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,11/14/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101646,SCL03490,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1550,86,Yes,MYBLK99,MYBLK19,Zamirdia_airtel,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,11/22/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101647,SCL03492,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,180,86,Yes,MYBLK49,,Badsha Group IBS_Valuka 2,Single Lease,Robi,GPSDR34,Pubail land 75m,Mymensingh,Minimum Slab ,,, , ,1/1/1970,, ,1/14/2018,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101648,SCL03495,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1290,86,Yes,MYGFG18,MYGFG01,GAFFARGAON_Reloc_Airtel,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,1/11/2025,1/1/1970,, ,11/23/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101649,SCL03496,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1050,86,Yes,MYHLG02,,Haluaghat,Phase#4C,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,10/9/2023,1/1/1970,,Jamalpur,11/14/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101650,SCL03497,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1300,86,Yes,MYMKT03,,Muktagacha_Gabtoli,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,1/11/2025,1/1/1970,, ,11/24/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101651,SCL03499,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,590,86,Yes,MYSDR02,,Maskanda,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,3/24/2015,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101652,SCL03503,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1150,86,Yes,MYSDR04,,Gohailkandi,Phase#4C,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,1/11/2025,1/1/1970,, ,10/12/2014,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101653,SCL03504,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,750,86,Yes,MYSDR06,,Bridge_Morh_Relocation,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,2/14/2025,1/1/1970,, ,11/17/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101654,SCL03505,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1030,86,Yes,MYSDR08,,Churkhai,Phase#4C,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,10/13/2014,Completed,1-May,Lock in expired,NA,5/25/2025,1/1/1970,1,abc
101655,SCL03506,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,670,86,Yes,MYSDR10,,Digharkandi,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,2/14/2025,1/1/1970,, ,3/24/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101657,SCL03509,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,315,86,Yes,MYSDR64,MYSDR22,KEWATKHALI_Reloc_Airtel,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, ,5/15/2023,1/1/1970,, ,11/20/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101658,SCL03516,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,795,86,Yes,MYTRL01,,Trishal,Phase#2,Robi,GPSDR34,Pubail land 75m,Mymensingh, ,,, , ,1/1/1970,, ,3/24/2015,Completed,1-May,Lock in expired,Spur,5/25/2025,1/1/1970,1,abc
101659,SCL03518,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1350,86,Yes,NAMDB01,,Mohadebpur,Phase#4C,Robi,BOSJP02,Bogra Backbone 75m,Rajshahi, ,,, ,1/11/2025,1/1/1970,, ,12/29/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101660,SCL03519,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,1580,86,Yes,NAPTN01,,Patnitola,Phase#2,Robi,BOSJP02,Bogra Backbone 75m,Rajshahi, ,,, ,1/11/2025,1/1/1970,, ,12/1/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101661,SCL03521,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,350,86,Yes,NASDR02,ClusterOptz_169,Komaigari,Phase#2,Robi,BOSJP02,Bogra Backbone 75m,Rajshahi, ,,, ,1/11/2025,1/1/1970,, ,1/6/2015,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
101662,SCL03522,SCL*Robi-LP-001091-3*LM*1,SCL,Robi-LP-001091-3,LM,1,850,86,Yes,NASDR03,CMSDR_47,Bolier House Morh,Phase#4C,Robi,BOSJP02,Bogra Backbone 75m,Rajshahi, ,,, ,1/11/2025,1/1/1970,, ,12/11/2014,Completed,1-May,Lock in expired,Ring,5/25/2025,1/1/1970,1,abc
